return_id,order_id,return_date,return_reason,return_status,refund_method,refund_amount
19104,401235,2022-02-07,Damaged,Rejected,Bank Transfer,8970.32
19105,109242,2022-02-06,Changed Mind,Approved,Original Payment,12051.06
19106,134718,2025-05-13,Damaged,Approved,Bank Transfer,3787.74
19107,102355,2026-03-05,Late Delivery,Rejected,Bank Transfer,11356.87
19108,441519,2024-08-17,Changed Mind,Approved,Original Payment,5921.81
19109,139728,2026-07-02,Quality Issue,Processing,Bank Transfer,427.76
19110,231408,2026-04-16,Size Issue,Approved,Original Payment,5604.25
19111,15164,2026-01-07,Changed Mind,Rejected,Bank Transfer,5646.85
19112,164351,2024-03-31,Late Delivery,Approved,Bank Transfer,1043.6
19113,367538,2023-11-20,Late Delivery,Rejected,Bank Transfer,8684.44
19114,71032,2023-02-09,Late Delivery,Rejected,Bank Transfer,6698.22
19115,448802,2026-03-26,Late Delivery,Approved,Original Payment,10797.43
19116,316306,2025-01-02,Damaged,Approved,Original Payment,7092.9
19117,186447,2024-07-04,Size Issue,Approved,Original Payment,3622.26
19118,254828,2023-10-03,Late Delivery,Rejected,Original Payment,11838.38
19119,299034,2024-12-31,Changed Mind,Approved,Wallet,8542.71
19120,367884,2024-12-29,Changed Mind,Approved,Original Payment,10881.05
19121,237073,2022-05-10,Wrong Item,Approved,Bank Transfer,11344.68
19122,454865,2023-12-03,Late Delivery,Rejected,Original Payment,5880.05
19123,160595,2024-11-15,Size Issue,Rejected,Wallet,906.05
19124,25423,2023-01-26,Changed Mind,Approved,Bank Transfer,11871.92
19125,162987,2023-01-26,Changed Mind,Approved,Wallet,10579.4
19126,240345,2026-06-22,Quality Issue,Approved,Bank Transfer,12391.02
19127,144143,2026-02-04,Wrong Item,Approved,Original Payment,7329.69
19128,230125,2026-03-11,Late Delivery,Approved,Original Payment,2874.82
19129,93027,2022-02-12,Wrong Item,Rejected,Original Payment,7379.08
19130,1579,2026-05-09,Late Delivery,Approved,Original Payment,11463.58
19131,102067,2024-12-28,Size Issue,Rejected,Bank Transfer,1771.89
19132,158362,2022-08-31,Size Issue,Rejected,Wallet,10716.65
19133,213183,2022-11-11,Size Issue,Approved,Original Payment,1509.9
19134,70238,2025-06-26,Changed Mind,Approved,Wallet,2930.14
19135,400741,2026-05-24,Late Delivery,Approved,Wallet,6680.75
19136,238338,2023-03-21,Size Issue,Approved,Original Payment,8533.64
19137,239274,2026-01-21,Changed Mind,Approved,Wallet,2344.89
19138,205123,2025-05-24,Wrong Item,Approved,Original Payment,848.75
19139,149830,2024-12-24,Quality Issue,Approved,Wallet,14386.78
19140,466875,2024-10-26,Quality Issue,Approved,Wallet,4744.37
19141,401136,2025-04-18,Damaged,Approved,Wallet,1466.4
19142,363201,2023-07-05,Quality Issue,Approved,Bank Transfer,8724.02
19143,123507,2026-04-14,Damaged,Rejected,Bank Transfer,6579.73
19144,55308,2022-09-02,Changed Mind,Approved,Wallet,12772.01
19145,99337,2023-06-30,Wrong Item,Approved,Wallet,2027.06
19146,472941,2022-12-05,Quality Issue,Processing,Wallet,4704.15
19147,487872,2024-01-31,Late Delivery,Approved,Bank Transfer,8322.55
19148,30455,2024-04-26,Damaged,Approved,Bank Transfer,13493.5
19149,415871,2026-07-06,Not as Expected,Approved,Wallet,14476.24
19150,168461,2023-03-07,Changed Mind,Approved,Wallet,4026.28
19151,125525,2024-04-24,Changed Mind,Approved,Bank Transfer,10776.45
19152,364973,2025-06-04,Wrong Item,Approved,Bank Transfer,5006.44
19153,469097,2023-12-13,Not as Expected,Approved,Wallet,13005.98
19154,380051,2026-05-26,Not as Expected,Rejected,Original Payment,11484.8
19155,149711,2024-02-11,Wrong Item,Approved,Wallet,13132.66
19156,3126,2024-04-24,Size Issue,Approved,Bank Transfer,13988.22
19157,305710,2024-05-14,Damaged,Processing,Wallet,176.68
19158,442744,2025-07-27,Not as Expected,Approved,Original Payment,4186.71
19159,420356,2023-11-15,Quality Issue,Approved,Wallet,1087.47
19160,310457,2025-01-19,Changed Mind,Approved,Bank Transfer,7528.54
19161,155316,2022-01-14,Size Issue,Approved,Original Payment,8795.34
19162,296734,2024-08-23,Quality Issue,Approved,Wallet,14037.59
19163,30018,2024-06-24,Wrong Item,Approved,Bank Transfer,12251.81
19164,448078,2022-01-30,Wrong Item,Approved,Wallet,12754.05
19165,162695,2026-08-18,Size Issue,Approved,Bank Transfer,12076.87
19166,6299,2024-10-20,Damaged,Approved,Wallet,3773.16
19167,237318,2023-11-02,Size Issue,Rejected,Wallet,811.96
19168,496609,2024-02-02,Late Delivery,Approved,Original Payment,5608.55
19169,74191,2022-01-11,Damaged,Approved,Original Payment,14913.55
19170,193462,2025-08-13,Late Delivery,Approved,Wallet,11909.98
19171,445415,2025-12-22,Damaged,Approved,Wallet,9324.57
19172,75639,2023-10-25,Quality Issue,Approved,Bank Transfer,11851.28
19173,94918,2026-08-08,Changed Mind,Approved,Wallet,6923.87
19174,100616,2022-08-04,Not as Expected,Approved,Bank Transfer,1307.25
19175,479663,2024-12-06,Damaged,Approved,Bank Transfer,6919.96
19176,326268,2025-02-26,Wrong Item,Approved,Wallet,6042.67
19177,279355,2025-09-05,Late Delivery,Processing,Wallet,8633.63
19178,384534,2024-11-28,Late Delivery,Approved,Bank Transfer,11621.22
19179,250541,2024-03-25,Wrong Item,Rejected,Wallet,917.86
19180,38869,2025-05-30,Changed Mind,Rejected,Bank Transfer,2719.71
19181,447536,2025-12-26,Size Issue,Processing,Bank Transfer,4258.55
19182,168470,2022-08-27,Damaged,Approved,Original Payment,9881.59
19183,152459,2022-03-23,Damaged,Approved,Bank Transfer,8296.73
19184,290111,2026-04-04,Changed Mind,Approved,Bank Transfer,7549.98
19185,351981,2025-09-23,Damaged,Rejected,Original Payment,1485.33
19186,440154,2024-05-15,Size Issue,Approved,Bank Transfer,4407.14
19187,364575,2023-07-06,Wrong Item,Processing,Original Payment,5184.75
19188,488397,2024-09-25,Not as Expected,Rejected,Bank Transfer,3774.72
19189,275508,2024-05-15,Late Delivery,Approved,Original Payment,1306.63
19190,378559,2025-10-09,Quality Issue,Approved,Original Payment,319.69
19191,2748,2026-02-09,Not as Expected,Approved,Bank Transfer,4750.94
19192,34730,2025-01-01,Size Issue,Approved,Wallet,5339.68
19193,335992,2026-08-27,Late Delivery,Rejected,Wallet,7610.92
19194,435812,2022-07-31,Size Issue,Approved,Wallet,8703.74
19195,39616,2024-10-30,Wrong Item,Approved,Original Payment,3289.17
19196,159634,2026-07-09,Damaged,Approved,Wallet,7617.6
19197,234558,2022-08-10,Size Issue,Approved,Bank Transfer,6838.65
19198,292559,2026-03-09,Changed Mind,Processing,Wallet,11620.7
19199,119705,2025-07-24,Size Issue,Approved,Bank Transfer,13153.27
19200,382299,2024-04-15,Quality Issue,Rejected,Bank Transfer,5679.8
19201,98954,2022-03-05,Quality Issue,Processing,Bank Transfer,5969.91
19202,369816,2025-06-04,Quality Issue,Approved,Bank Transfer,2542.15
19203,114785,2023-05-15,Late Delivery,Approved,Original Payment,11478.45
19204,191750,2026-04-17,Size Issue,Approved,Wallet,9960.93
19205,156435,2025-12-07,Damaged,Approved,Bank Transfer,4129.7
19206,331401,2026-03-15,Quality Issue,Approved,Original Payment,9802.99
19207,336610,2024-12-01,Late Delivery,Approved,Bank Transfer,3584.0
19208,116801,2022-02-20,Damaged,Approved,Wallet,10057.71
19209,399834,2024-05-29,Not as Expected,Processing,Bank Transfer,7865.9
19210,362352,2024-04-24,Wrong Item,Approved,Original Payment,4973.19
19211,328737,2025-03-30,Not as Expected,Rejected,Original Payment,9228.59
19212,27998,2023-10-23,Not as Expected,Approved,Bank Transfer,8243.42
19213,192009,2022-08-19,Quality Issue,Approved,Original Payment,9691.48
19214,64868,2024-01-02,Quality Issue,Approved,Original Payment,11236.07
19215,384402,2025-06-29,Not as Expected,Rejected,Wallet,894.44
19216,154197,2023-04-04,Wrong Item,Approved,Wallet,11684.1
19217,231744,2023-01-13,Quality Issue,Approved,Original Payment,10966.4
19218,327115,2024-09-12,Damaged,Rejected,Original Payment,8180.33
19219,43709,2022-03-16,Late Delivery,Approved,Wallet,3785.74
19220,274023,2023-06-14,Wrong Item,Approved,Original Payment,14499.96
19221,467895,2022-04-18,Size Issue,Rejected,Original Payment,3289.69
19222,165345,2024-12-24,Changed Mind,Processing,Wallet,11006.0
19223,211589,2023-12-19,Quality Issue,Approved,Bank Transfer,6190.08
19224,417095,2023-02-19,Wrong Item,Approved,Original Payment,8329.38
19225,128363,2026-07-23,Size Issue,Approved,Bank Transfer,2718.61
19226,493105,2023-02-24,Quality Issue,Rejected,Wallet,12040.57
19227,296709,2022-07-15,Not as Expected,Approved,Wallet,2278.99
19228,467328,2023-09-21,Wrong Item,Approved,Wallet,5061.81
19229,215946,2026-05-17,Wrong Item,Processing,Original Payment,8716.3
19230,391064,2023-12-08,Wrong Item,Rejected,Bank Transfer,14622.81
19231,291911,2025-12-14,Late Delivery,Approved,Bank Transfer,2889.41
19232,442976,2022-02-19,Quality Issue,Approved,Wallet,11669.85
19233,330873,2024-10-31,Late Delivery,Approved,Wallet,1663.08
19234,355673,2024-05-25,Wrong Item,Approved,Bank Transfer,2186.62
19235,310929,2026-08-26,Changed Mind,Rejected,Bank Transfer,5146.01
19236,271435,2026-08-16,Damaged,Approved,Wallet,14988.0
19237,43011,2023-09-11,Changed Mind,Approved,Original Payment,4579.96
19238,359826,2022-03-06,Late Delivery,Approved,Wallet,9485.66
19239,431782,2025-07-13,Size Issue,Approved,Wallet,7330.91
19240,284446,2023-03-04,Size Issue,Approved,Wallet,13420.84
19241,182706,2025-04-13,Wrong Item,Approved,Wallet,14398.48
19242,191646,2026-08-30,Quality Issue,Approved,Bank Transfer,399.67
19243,5119,2023-06-29,Damaged,Approved,Bank Transfer,13424.67
19244,43131,2024-05-26,Size Issue,Approved,Wallet,10402.33
19245,274801,2024-07-05,Late Delivery,Approved,Wallet,13301.44
19246,410473,2024-12-12,Changed Mind,Approved,Original Payment,11271.61
19247,375088,2024-08-24,Size Issue,Approved,Wallet,8069.63
19248,388600,2024-01-21,Size Issue,Approved,Wallet,12534.52
19249,172704,2026-04-27,Not as Expected,Approved,Original Payment,11114.69
19250,390803,2023-05-15,Changed Mind,Approved,Original Payment,1103.33
19251,299916,2022-08-19,Size Issue,Approved,Wallet,2803.05
19252,274209,2022-01-06,Quality Issue,Rejected,Bank Transfer,175.22
19253,152985,2022-03-31,Damaged,Approved,Original Payment,11644.16
19254,280441,2023-07-29,Not as Expected,Approved,Bank Transfer,303.9
19255,465063,2022-01-25,Late Delivery,Approved,Bank Transfer,12979.42
19256,38176,2025-12-16,Not as Expected,Approved,Original Payment,404.88
19257,442071,2022-10-19,Not as Expected,Processing,Bank Transfer,7000.07
19258,166573,2023-02-16,Size Issue,Approved,Wallet,13915.15
19259,30085,2023-11-16,Not as Expected,Approved,Original Payment,3676.17
19260,478423,2025-09-26,Changed Mind,Approved,Bank Transfer,5623.87
19261,350535,2024-10-21,Changed Mind,Approved,Original Payment,3484.32
19262,358858,2026-06-14,Size Issue,Approved,Original Payment,9697.88
19263,174876,2024-02-25,Size Issue,Processing,Wallet,14730.21
19264,72389,2022-09-08,Changed Mind,Approved,Original Payment,5600.93
19265,314169,2022-05-30,Damaged,Rejected,Wallet,9145.19
19266,64456,2025-04-13,Not as Expected,Approved,Original Payment,8891.54
19267,61009,2025-05-22,Late Delivery,Approved,Bank Transfer,14868.41
19268,196006,2023-03-10,Changed Mind,Approved,Wallet,10493.88
19269,154614,2023-02-09,Quality Issue,Rejected,Bank Transfer,7815.96
19270,61829,2023-01-23,Quality Issue,Approved,Wallet,10909.64
19271,214505,2026-05-01,Changed Mind,Approved,Bank Transfer,5073.56
19272,67608,2025-06-18,Changed Mind,Processing,Wallet,1636.91
19273,170479,2022-07-08,Changed Mind,Approved,Original Payment,2956.86
19274,267697,2022-02-04,Not as Expected,Processing,Wallet,10013.78
19275,45702,2026-08-06,Late Delivery,Approved,Original Payment,3806.63
19276,207749,2025-02-02,Changed Mind,Approved,Wallet,4951.46
19277,288716,2025-01-28,Damaged,Approved,Original Payment,13354.52
19278,495899,2022-03-18,Wrong Item,Approved,Wallet,10799.11
19279,46448,2026-04-10,Changed Mind,Approved,Original Payment,1599.82
19280,262916,2023-08-29,Size Issue,Approved,Wallet,14330.35
19281,286383,2023-12-10,Wrong Item,Approved,Original Payment,12807.29
19282,351258,2023-09-10,Late Delivery,Processing,Original Payment,7932.2
19283,47488,2023-12-26,Quality Issue,Processing,Original Payment,8942.08
19284,20981,2022-03-15,Wrong Item,Approved,Bank Transfer,3334.62
19285,365251,2025-07-12,Quality Issue,Approved,Bank Transfer,13412.41
19286,459724,2026-08-16,Wrong Item,Approved,Original Payment,4141.91
19287,47501,2023-07-01,Not as Expected,Processing,Original Payment,12831.47
19288,441505,2022-06-17,Quality Issue,Approved,Wallet,9531.54
19289,293770,2024-07-14,Wrong Item,Approved,Original Payment,6292.72
19290,189478,2024-07-24,Wrong Item,Approved,Original Payment,7099.09
19291,421012,2026-08-22,Quality Issue,Rejected,Wallet,9620.53
19292,320446,2026-04-15,Changed Mind,Rejected,Wallet,640.79
19293,101956,2026-08-06,Not as Expected,Approved,Bank Transfer,13191.8
19294,54381,2025-01-20,Wrong Item,Rejected,Wallet,14801.22
19295,126203,2022-04-30,Size Issue,Approved,Bank Transfer,9582.59
19296,215537,2022-06-09,Quality Issue,Approved,Wallet,3676.94
19297,245948,2025-10-07,Wrong Item,Approved,Original Payment,5542.55
19298,371841,2023-06-01,Damaged,Approved,Wallet,3886.55
19299,266650,2024-08-02,Quality Issue,Approved,Original Payment,5971.49
19300,47154,2023-10-21,Quality Issue,Approved,Wallet,9585.44
19301,302897,2025-03-26,Late Delivery,Processing,Bank Transfer,13222.6
19302,408053,2025-06-14,Quality Issue,Processing,Wallet,14738.65
19303,275797,2025-03-05,Quality Issue,Approved,Original Payment,8620.0
19304,124719,2023-02-24,Quality Issue,Approved,Bank Transfer,13689.06
19305,408609,2023-11-28,Damaged,Rejected,Wallet,11596.99
19306,285807,2024-01-19,Changed Mind,Approved,Original Payment,400.34
19307,72468,2026-03-04,Size Issue,Approved,Bank Transfer,10092.72
19308,60737,2025-07-29,Late Delivery,Approved,Wallet,10132.79
19309,154386,2025-06-22,Changed Mind,Approved,Original Payment,8809.14
19310,12668,2025-04-23,Changed Mind,Approved,Original Payment,7241.56
19311,394485,2026-04-18,Late Delivery,Rejected,Bank Transfer,1426.39
19312,165237,2024-02-22,Damaged,Processing,Wallet,13707.55
19313,255719,2026-05-26,Wrong Item,Approved,Original Payment,7573.08
19314,139385,2025-12-09,Late Delivery,Processing,Wallet,348.16
19315,455959,2025-06-08,Quality Issue,Approved,Original Payment,1930.75
19316,484759,2024-06-05,Damaged,Approved,Wallet,14196.2
19317,478559,2026-08-24,Late Delivery,Approved,Wallet,1894.2
19318,341389,2022-09-16,Size Issue,Approved,Original Payment,10730.04
19319,81537,2024-02-01,Size Issue,Approved,Bank Transfer,13007.54
19320,166176,2024-09-22,Size Issue,Approved,Wallet,7803.2
19321,180177,2023-06-13,Size Issue,Approved,Bank Transfer,5310.5
19322,302107,2023-04-29,Late Delivery,Approved,Wallet,2503.63
19323,168511,2025-09-06,Not as Expected,Processing,Bank Transfer,14163.0
19324,58523,2025-05-06,Changed Mind,Approved,Bank Transfer,6405.59
19325,101468,2022-06-20,Not as Expected,Approved,Bank Transfer,12639.54
19326,488680,2024-12-12,Changed Mind,Approved,Wallet,8632.41
19327,134890,2023-10-15,Damaged,Processing,Original Payment,2294.07
19328,92522,2023-06-08,Not as Expected,Approved,Original Payment,8109.3
19329,475635,2025-07-02,Damaged,Approved,Bank Transfer,6738.78
19330,257686,2023-12-06,Not as Expected,Rejected,Original Payment,6450.98
19331,52464,2025-02-07,Not as Expected,Approved,Wallet,1013.26
19332,428123,2024-04-09,Late Delivery,Approved,Bank Transfer,316.33
19333,73251,2024-11-02,Quality Issue,Rejected,Bank Transfer,9052.28
19334,370733,2024-09-15,Wrong Item,Approved,Bank Transfer,11257.7
19335,314614,2024-09-22,Late Delivery,Approved,Original Payment,5069.74
19336,118483,2022-05-12,Changed Mind,Approved,Original Payment,8299.18
19337,414779,2022-05-19,Late Delivery,Approved,Original Payment,8748.93
19338,172626,2025-08-27,Changed Mind,Processing,Original Payment,10006.09
19339,111649,2022-05-01,Size Issue,Processing,Wallet,9962.29
19340,198985,2022-03-19,Size Issue,Processing,Original Payment,273.48
19341,100818,2022-12-08,Size Issue,Approved,Original Payment,1515.98
19342,430279,2023-01-28,Wrong Item,Processing,Original Payment,5187.24
19343,358854,2022-03-23,Quality Issue,Approved,Bank Transfer,10080.5
19344,356794,2024-01-22,Not as Expected,Rejected,Wallet,5235.43
19345,220236,2025-04-23,Size Issue,Rejected,Wallet,3343.93
19346,178527,2024-02-17,Wrong Item,Approved,Original Payment,11059.41
19347,407689,2022-08-28,Late Delivery,Rejected,Bank Transfer,13400.6
19348,65319,2026-06-06,Wrong Item,Approved,Bank Transfer,8635.88
19349,23691,2023-03-30,Quality Issue,Approved,Wallet,4566.18
19350,34475,2023-10-23,Changed Mind,Approved,Wallet,14990.32
19351,40884,2022-11-23,Wrong Item,Approved,Original Payment,643.51
19352,203357,2023-07-06,Quality Issue,Approved,Original Payment,7715.56
19353,63164,2025-05-12,Damaged,Rejected,Bank Transfer,7504.19
19354,272699,2024-03-27,Size Issue,Approved,Wallet,10729.19
19355,293125,2022-02-04,Not as Expected,Approved,Wallet,7990.58
19356,373875,2023-01-27,Not as Expected,Approved,Original Payment,14435.27
19357,163954,2025-05-27,Late Delivery,Approved,Original Payment,14752.08
19358,85108,2025-10-16,Changed Mind,Processing,Bank Transfer,14135.54
19359,57247,2025-02-08,Changed Mind,Approved,Wallet,1160.46
19360,320621,2025-04-15,Damaged,Rejected,Original Payment,2775.65
19361,364911,2022-09-21,Quality Issue,Approved,Wallet,2500.8
19362,414680,2022-08-10,Size Issue,Approved,Original Payment,1411.72
19363,325657,2022-04-18,Changed Mind,Approved,Wallet,5501.44
19364,291936,2024-12-09,Late Delivery,Processing,Original Payment,528.52
19365,394900,2026-08-24,Late Delivery,Approved,Original Payment,450.87
19366,47033,2023-06-08,Damaged,Processing,Wallet,14124.14
19367,178271,2024-08-07,Changed Mind,Approved,Original Payment,14735.44
19368,231785,2022-10-10,Wrong Item,Approved,Bank Transfer,341.44
19369,262964,2023-09-09,Changed Mind,Rejected,Original Payment,2060.29
19370,422796,2023-04-06,Changed Mind,Approved,Wallet,2850.56
19371,93479,2022-03-08,Quality Issue,Approved,Original Payment,445.62
19372,141818,2022-07-23,Wrong Item,Approved,Wallet,12908.18
19373,12059,2026-08-05,Damaged,Approved,Original Payment,1809.55
19374,360784,2023-12-20,Wrong Item,Approved,Original Payment,13433.44
19375,295315,2022-02-12,Changed Mind,Approved,Bank Transfer,14657.3
19376,82977,2022-09-04,Wrong Item,Approved,Original Payment,13466.6
19377,1868,2024-11-06,Late Delivery,Approved,Wallet,11086.53
19378,362069,2026-08-26,Late Delivery,Approved,Wallet,3349.86
19379,487742,2022-09-18,Late Delivery,Approved,Wallet,6689.7
19380,58741,2023-12-26,Changed Mind,Approved,Bank Transfer,13894.17
19381,116508,2024-04-01,Late Delivery,Approved,Bank Transfer,13969.34
19382,470528,2022-09-15,Late Delivery,Approved,Wallet,7363.73
19383,6428,2025-08-29,Not as Expected,Approved,Wallet,3104.24
19384,451899,2025-04-04,Late Delivery,Approved,Original Payment,4169.91
19385,342891,2025-10-02,Not as Expected,Approved,Bank Transfer,1922.53
19386,437982,2022-01-03,Size Issue,Approved,Original Payment,4644.77
19387,301224,2024-08-21,Damaged,Approved,Original Payment,10839.84
19388,71064,2026-08-10,Wrong Item,Approved,Wallet,9673.05
19389,350876,2026-05-15,Size Issue,Approved,Wallet,13632.29
19390,383675,2024-07-15,Quality Issue,Processing,Bank Transfer,888.35
19391,376709,2023-09-02,Not as Expected,Processing,Wallet,4594.32
19392,372642,2026-08-02,Wrong Item,Approved,Bank Transfer,14095.04
19393,474317,2022-05-16,Size Issue,Rejected,Bank Transfer,13675.02
19394,360762,2025-10-14,Damaged,Processing,Original Payment,14484.11
19395,135831,2024-03-23,Size Issue,Approved,Bank Transfer,2771.24
19396,97302,2024-04-26,Quality Issue,Approved,Bank Transfer,1131.77
19397,369849,2024-05-31,Not as Expected,Approved,Bank Transfer,4588.64
19398,432363,2022-11-23,Wrong Item,Approved,Bank Transfer,14127.08
19399,201099,2025-10-16,Changed Mind,Approved,Wallet,8867.8
19400,255044,2023-04-07,Quality Issue,Approved,Original Payment,6761.99
19401,494967,2022-12-20,Not as Expected,Approved,Wallet,13624.63
19402,114783,2024-07-17,Damaged,Approved,Bank Transfer,9314.12
19403,217510,2024-06-28,Late Delivery,Approved,Bank Transfer,14145.9
19404,173795,2024-06-04,Late Delivery,Approved,Wallet,14510.65
19405,49877,2022-09-27,Quality Issue,Approved,Bank Transfer,3475.68
19406,400268,2022-06-05,Size Issue,Approved,Bank Transfer,5075.99
19407,476617,2023-04-02,Size Issue,Approved,Bank Transfer,14756.05
19408,218021,2025-02-12,Quality Issue,Processing,Bank Transfer,4087.42
19409,434092,2024-04-04,Late Delivery,Approved,Original Payment,12203.71
19410,48695,2023-03-23,Quality Issue,Processing,Original Payment,3884.26
19411,345684,2025-09-21,Damaged,Approved,Bank Transfer,13442.66
19412,446373,2022-01-30,Not as Expected,Approved,Original Payment,11545.81
19413,195044,2022-10-01,Size Issue,Approved,Original Payment,9090.42
19414,355643,2025-07-05,Size Issue,Approved,Bank Transfer,14612.69
19415,208436,2025-09-23,Quality Issue,Approved,Original Payment,13393.19
19416,102198,2025-02-12,Changed Mind,Processing,Original Payment,5526.54
19417,13060,2023-05-04,Late Delivery,Approved,Original Payment,5606.05
19418,391826,2023-08-03,Late Delivery,Approved,Original Payment,6390.41
19419,317969,2026-06-27,Changed Mind,Approved,Bank Transfer,12940.66
19420,237060,2022-07-09,Wrong Item,Approved,Bank Transfer,5680.93
19421,352173,2024-03-03,Quality Issue,Processing,Wallet,780.27
19422,192225,2022-09-01,Wrong Item,Approved,Bank Transfer,1403.09
19423,429506,2024-05-08,Not as Expected,Approved,Original Payment,1851.35
19424,351425,2026-03-23,Changed Mind,Approved,Wallet,10649.44
19425,216508,2023-10-25,Changed Mind,Rejected,Wallet,2289.98
19426,41324,2023-07-03,Size Issue,Rejected,Bank Transfer,14641.97
19427,21318,2023-10-03,Size Issue,Approved,Wallet,14153.63
19428,289759,2023-11-17,Quality Issue,Approved,Original Payment,7511.14
19429,161792,2026-08-29,Damaged,Approved,Original Payment,5184.42
19430,242786,2025-12-15,Wrong Item,Approved,Bank Transfer,5043.41
19431,386556,2023-08-02,Wrong Item,Approved,Original Payment,3631.66
19432,91606,2022-03-01,Damaged,Approved,Bank Transfer,10914.18
19433,279480,2026-03-21,Size Issue,Approved,Wallet,7142.11
19434,26146,2024-03-21,Size Issue,Processing,Bank Transfer,6144.2
19435,31028,2025-02-17,Damaged,Approved,Bank Transfer,11656.13
19436,262321,2022-01-15,Wrong Item,Rejected,Bank Transfer,4287.07
19437,491913,2022-12-09,Damaged,Approved,Wallet,9150.96
19438,259492,2022-03-04,Late Delivery,Rejected,Bank Transfer,12758.12
19439,36647,2025-02-13,Quality Issue,Approved,Wallet,12420.49
19440,303997,2022-05-20,Wrong Item,Approved,Wallet,7581.34
19441,55044,2026-06-16,Wrong Item,Approved,Bank Transfer,284.73
19442,134041,2023-07-08,Quality Issue,Approved,Bank Transfer,10630.8
19443,353763,2026-06-19,Changed Mind,Approved,Wallet,1182.96
19444,32947,2025-06-09,Damaged,Approved,Bank Transfer,12045.27
19445,433220,2023-09-09,Size Issue,Approved,Wallet,11481.87
19446,403999,2025-07-13,Not as Expected,Approved,Wallet,8515.33
19447,29004,2024-01-02,Not as Expected,Approved,Original Payment,14759.95
19448,357791,2022-06-22,Late Delivery,Approved,Bank Transfer,1704.79
19449,303025,2022-07-15,Not as Expected,Approved,Wallet,13356.12
19450,328646,2023-06-10,Late Delivery,Approved,Wallet,4000.23
19451,39141,2022-04-01,Late Delivery,Approved,Original Payment,760.42
19452,301415,2025-06-06,Changed Mind,Approved,Bank Transfer,2240.55
19453,365898,2023-12-04,Late Delivery,Processing,Original Payment,1380.71
19454,262622,2025-09-11,Size Issue,Approved,Wallet,11317.07
19455,392053,2024-03-22,Size Issue,Rejected,Wallet,12083.34
19456,242583,2022-08-18,Size Issue,Approved,Wallet,2097.41
19457,386319,2022-04-03,Quality Issue,Approved,Wallet,460.32
19458,236481,2022-05-20,Quality Issue,Approved,Bank Transfer,11335.11
19459,449576,2022-01-15,Late Delivery,Approved,Wallet,1833.49
19460,93569,2023-09-29,Not as Expected,Rejected,Bank Transfer,8950.88
19461,120908,2025-08-13,Not as Expected,Approved,Original Payment,223.08
19462,209549,2025-07-05,Late Delivery,Rejected,Wallet,6259.26
19463,141972,2026-04-28,Quality Issue,Rejected,Original Payment,14820.6
19464,450490,2025-09-25,Damaged,Approved,Wallet,10956.25
19465,273720,2023-03-09,Changed Mind,Approved,Original Payment,1411.64
19466,228952,2024-03-07,Late Delivery,Approved,Original Payment,4014.7
19467,326544,2023-11-05,Damaged,Approved,Bank Transfer,804.04
19468,317618,2025-10-05,Wrong Item,Approved,Wallet,9728.94
19469,156411,2024-09-16,Damaged,Approved,Bank Transfer,449.06
19470,254533,2024-08-10,Not as Expected,Approved,Wallet,7381.0
19471,211361,2024-02-23,Wrong Item,Approved,Bank Transfer,1118.36
19472,162908,2026-07-20,Size Issue,Approved,Original Payment,11732.02
19473,59562,2022-05-08,Quality Issue,Processing,Wallet,6444.09
19474,242514,2025-02-07,Wrong Item,Approved,Wallet,5362.88
19475,453647,2026-04-16,Size Issue,Approved,Original Payment,6064.63
19476,130479,2025-09-10,Quality Issue,Approved,Bank Transfer,11654.35
19477,417721,2026-07-04,Changed Mind,Approved,Bank Transfer,8453.88
19478,318841,2023-08-02,Quality Issue,Approved,Bank Transfer,2430.63
19479,237338,2026-03-02,Quality Issue,Approved,Bank Transfer,10045.96
19480,104722,2024-04-18,Size Issue,Approved,Original Payment,8446.01
19481,270832,2024-03-24,Size Issue,Approved,Bank Transfer,5982.67
19482,10814,2026-03-21,Size Issue,Approved,Original Payment,963.31
19483,460724,2024-05-07,Not as Expected,Approved,Original Payment,3072.65
19484,45554,2024-04-02,Quality Issue,Approved,Original Payment,9832.22
19485,490091,2022-05-06,Quality Issue,Approved,Wallet,12765.49
19486,345885,2025-11-03,Damaged,Approved,Original Payment,9014.94
19487,96031,2025-02-16,Damaged,Approved,Original Payment,2995.87
19488,207005,2024-11-20,Quality Issue,Approved,Wallet,3430.04
19489,465339,2022-12-28,Late Delivery,Rejected,Bank Transfer,7915.68
19490,113117,2023-05-15,Late Delivery,Approved,Original Payment,5532.85
19491,471409,2026-06-24,Damaged,Approved,Original Payment,11927.05
19492,83568,2024-04-30,Size Issue,Rejected,Wallet,12322.27
19493,216871,2025-02-08,Damaged,Approved,Bank Transfer,14552.86
19494,200874,2024-08-16,Not as Expected,Approved,Wallet,4419.08
19495,417460,2026-08-18,Wrong Item,Approved,Original Payment,827.44
19496,430085,2023-02-02,Size Issue,Processing,Original Payment,1150.0
19497,467419,2024-06-29,Not as Expected,Approved,Wallet,1071.03
19498,189764,2023-03-04,Wrong Item,Approved,Bank Transfer,9348.37
19499,388574,2024-08-13,Late Delivery,Rejected,Original Payment,14061.91
19500,397190,2025-02-09,Quality Issue,Approved,Original Payment,2110.07
19501,414799,2026-05-05,Changed Mind,Approved,Bank Transfer,11060.89
19502,137718,2023-10-27,Late Delivery,Approved,Original Payment,9010.29
