product_id,sku,product_name,category_id,brand,unit_cost,list_price,supplier_id,weight_kg,launch_date,active_flag
1497,SKU-0001497,BookNest Product 01497,109,UrbanCart,299.23,722.96,2283,0.82,2023-06-01,Y
1498,SKU-0001498,FreshDay Product 01498,216,Vistara,108.44,174.2,1079,1.77,2023-12-13,Y
1499,SKU-0001499,Astra Product 01499,180,Vistara,117.73,181.89,2976,0.13,2022-06-23,Y
1500,SKU-0001500,Vistara Product 01500,184,Apex,51.02,101.15,1475,0.11,2024-11-28,Y
1501,SKU-0001501,FitMax Product 01501,15,PrimeOne,785.48,1576.61,2083,0.56,2025-10-21,Y
1502,SKU-0001502,Nova Product 01502,157,Nova,251.29,451.37,2070,0.69,2024-03-10,Y
1503,SKU-0001503,Vistara Product 01503,136,BookNest,38.44,54.83,2868,1.58,2024-05-12,Y
1504,SKU-0001504,StyleHub Product 01504,5,Astra,494.71,705.99,2513,0.62,2022-05-06,Y
1505,SKU-0001505,Vistara Product 01505,157,Nova,296.69,564.98,1713,2.31,2026-04-02,Y
1506,SKU-0001506,FitMax Product 01506,47,Zenith,480.52,751.1,2796,1.02,2024-02-02,Y
1507,SKU-0001507,Nexora Product 01507,68,Orion,99.21,136.11,2059,0.48,2025-02-25,Y
1508,SKU-0001508,Nexora Product 01508,76,UrbanCart,112.49,133.67,2554,2.49,2023-05-02,Y
1509,SKU-0001509,HomePro Product 01509,173,StyleHub,78.93,106.14,2279,1.13,2024-01-24,Y
1510,SKU-0001510,Vertex Product 01510,130,BookNest,1102.64,2596.91,1285,0.32,2026-01-24,Y
1511,SKU-0001511,FitMax Product 01511,155,Nova,104.49,143.77,2390,1.67,2024-08-10,Y
1512,SKU-0001512,UrbanCart Product 01512,95,Orion,69.43,80.12,2576,1.67,2025-04-10,Y
1513,SKU-0001513,Vertex Product 01513,115,UrbanCart,91.63,157.37,1943,0.33,2022-12-01,Y
1514,SKU-0001514,Astra Product 01514,243,FreshDay,122.41,305.51,2819,0.99,2022-10-28,Y
1515,SKU-0001515,Vertex Product 01515,164,Nexora,665.38,1268.35,2822,1.47,2023-08-27,Y
1516,SKU-0001516,Zenith Product 01516,36,StyleHub,210.43,245.13,1227,0.24,2022-06-25,Y
1517,SKU-0001517,Zenith Product 01517,26,StyleHub,497.8,1084.43,2976,2.11,2025-05-30,Y
1518,SKU-0001518,Astra Product 01518,43,Zenith,212.04,367.04,1170,0.52,2026-03-31,Y
1519,SKU-0001519,FreshDay Product 01519,27,FreshDay,139.46,315.83,2520,0.45,2023-11-09,Y
1520,SKU-0001520,Astra Product 01520,69,StyleHub,64.18,129.35,2268,0.72,2023-05-24,Y
1521,SKU-0001521,Orion Product 01521,148,FitMax,688.58,931.11,2984,1.58,2022-12-01,Y
1522,SKU-0001522,Vertex Product 01522,11,Zenith,400.16,733.99,2416,2.01,2025-12-17,N
1523,SKU-0001523,BookNest Product 01523,74,FitMax,434.31,849.11,1523,3.43,2023-11-22,Y
1524,SKU-0001524,Zenith Product 01524,104,StyleHub,377.15,707.38,2750,0.44,2026-08-25,Y
1525,SKU-0001525,FitMax Product 01525,38,PrimeOne,86.57,198.43,2675,1.21,2025-08-08,N
1526,SKU-0001526,PrimeOne Product 01526,134,StyleHub,208.2,495.92,1297,1.56,2024-11-09,Y
1527,SKU-0001527,StyleHub Product 01527,200,HomePro,436.23,923.34,1456,1.33,2023-06-09,Y
1528,SKU-0001528,PrimeOne Product 01528,23,Zenith,383.72,462.05,2460,0.41,2026-04-29,Y
1529,SKU-0001529,Nexora Product 01529,47,HomePro,188.85,313.7,2369,1.11,2026-04-30,Y
1530,SKU-0001530,Orion Product 01530,90,Nexora,970.19,1634.62,1477,1.17,2025-08-19,Y
1531,SKU-0001531,PrimeOne Product 01531,46,PrimeOne,264.99,390.22,2208,0.55,2023-06-17,Y
1532,SKU-0001532,FitMax Product 01532,107,BookNest,539.04,954.13,2747,1.33,2023-02-11,Y
1533,SKU-0001533,FreshDay Product 01533,140,FreshDay,196.4,279.32,1271,1.07,2023-07-12,Y
1534,SKU-0001534,Orion Product 01534,218,Vertex,117.39,263.61,1460,0.31,2024-02-10,Y
1535,SKU-0001535,Nova Product 01535,141,Astra,392.39,926.01,2122,1.5,2023-12-27,Y
1536,SKU-0001536,Zenith Product 01536,104,Apex,317.4,795.04,1433,0.99,2026-06-17,Y
1537,SKU-0001537,StyleHub Product 01537,190,Orion,224.04,262.23,2667,0.2,2025-12-18,Y
1538,SKU-0001538,Vertex Product 01538,210,Astra,76.59,147.91,1626,0.71,2023-03-24,Y
1539,SKU-0001539,StyleHub Product 01539,217,Astra,407.43,592.07,2496,1.0,2025-09-29,Y
1540,SKU-0001540,BookNest Product 01540,225,StyleHub,80.31,154.17,2292,0.51,2022-12-11,Y
1541,SKU-0001541,FreshDay Product 01541,111,Vistara,330.17,413.58,2595,1.16,2023-03-10,Y
1542,SKU-0001542,Orion Product 01542,104,Nova,61.11,138.09,1795,0.72,2025-03-17,Y
1543,SKU-0001543,Orion Product 01543,60,Zenith,76.53,120.73,1620,2.06,2026-02-13,Y
1544,SKU-0001544,HomePro Product 01544,171,BookNest,213.34,420.64,1395,1.12,2025-03-19,Y
1545,SKU-0001545,FreshDay Product 01545,204,Vertex,276.18,636.6,2431,4.15,2025-11-05,Y
1546,SKU-0001546,FitMax Product 01546,236,Nova,199.34,354.73,1859,0.29,2025-08-18,Y
1547,SKU-0001547,HomePro Product 01547,100,Apex,102.06,264.3,2920,1.17,2025-01-11,Y
1548,SKU-0001548,UrbanCart Product 01548,240,FreshDay,446.7,1035.24,1929,0.92,2024-11-21,Y
1549,SKU-0001549,Vertex Product 01549,68,FreshDay,185.85,327.89,1386,1.27,2023-01-08,Y
1550,SKU-0001550,Nova Product 01550,133,Nova,195.2,423.91,1533,2.58,2024-01-25,Y
1551,SKU-0001551,UrbanCart Product 01551,120,Vistara,142.34,301.9,2364,0.29,2024-11-15,Y
1552,SKU-0001552,Astra Product 01552,37,Apex,85.59,103.81,2562,1.47,2022-10-27,Y
1553,SKU-0001553,Nexora Product 01553,72,BookNest,452.15,763.04,2940,1.18,2022-09-21,Y
1554,SKU-0001554,Zenith Product 01554,127,Nexora,91.98,175.87,1213,0.44,2025-09-02,Y
1555,SKU-0001555,FitMax Product 01555,106,Nexora,755.72,1323.87,1396,2.34,2023-11-30,Y
1556,SKU-0001556,Apex Product 01556,241,FitMax,78.06,110.36,1043,0.95,2024-01-14,Y
1557,SKU-0001557,FitMax Product 01557,92,PrimeOne,219.34,462.64,1591,0.5,2023-06-12,Y
1558,SKU-0001558,FitMax Product 01558,31,Nova,174.62,450.96,1365,1.27,2024-08-26,Y
1559,SKU-0001559,Vertex Product 01559,122,Orion,148.21,243.66,2815,1.94,2024-05-22,Y
1560,SKU-0001560,Apex Product 01560,137,Vertex,303.0,770.26,1173,1.17,2023-12-16,N
1561,SKU-0001561,Astra Product 01561,246,Vistara,333.89,750.21,1272,0.64,2024-02-17,Y
1562,SKU-0001562,BookNest Product 01562,51,Apex,265.7,432.0,2796,0.48,2025-06-28,Y
1563,SKU-0001563,Vertex Product 01563,29,Vertex,62.96,110.72,2573,0.47,2026-05-14,Y
1564,SKU-0001564,Nova Product 01564,206,Nova,57.16,117.7,2594,1.71,2023-07-19,Y
1565,SKU-0001565,StyleHub Product 01565,40,BookNest,54.15,120.99,1489,1.92,2026-02-09,Y
1566,SKU-0001566,UrbanCart Product 01566,41,Orion,131.67,294.02,2946,0.74,2023-07-07,Y
1567,SKU-0001567,Orion Product 01567,214,Nova,1100.82,2289.3,2205,5.86,2023-06-01,Y
1568,SKU-0001568,FitMax Product 01568,11,StyleHub,156.92,206.04,2640,0.75,2022-01-03,Y
1569,SKU-0001569,HomePro Product 01569,151,Zenith,1086.62,2595.44,2119,0.85,2023-04-06,Y
1570,SKU-0001570,UrbanCart Product 01570,1,FreshDay,159.16,244.71,1601,0.66,2026-01-27,N
1571,SKU-0001571,Apex Product 01571,46,Zenith,189.42,265.98,2094,0.82,2024-05-22,Y
1572,SKU-0001572,Vertex Product 01572,101,BookNest,280.39,408.69,1611,0.88,2026-05-27,Y
1573,SKU-0001573,FreshDay Product 01573,149,Vistara,126.23,152.57,2334,1.44,2025-07-31,Y
1574,SKU-0001574,Vistara Product 01574,90,BookNest,201.25,446.15,1326,,2024-07-08,Y
1575,SKU-0001575,Zenith Product 01575,110,Apex,35.43,43.41,2706,1.47,2022-06-15,N
1576,SKU-0001576,Nexora Product 01576,164,Apex,73.69,89.21,1346,0.25,2023-08-01,Y
1577,SKU-0001577,StyleHub Product 01577,182,Astra,36.1,41.6,1165,0.55,2022-11-14,Y
1578,SKU-0001578,Orion Product 01578,215,Vistara,315.05,364.47,1879,0.7,2025-07-09,Y
1579,SKU-0001579,HomePro Product 01579,57,Vistara,48.09,102.72,1751,0.74,2024-02-26,Y
1580,SKU-0001580,Apex Product 01580,1,Orion,584.35,1091.73,2239,0.21,2023-10-20,Y
1581,SKU-0001581,FitMax Product 01581,63,Zenith,225.97,480.16,1343,1.85,2022-03-03,Y
1582,SKU-0001582,Zenith Product 01582,182,Apex,388.96,578.01,1060,0.28,2022-02-07,Y
1583,SKU-0001583,FitMax Product 01583,55,HomePro,91.65,201.01,2964,0.55,2023-04-17,Y
1584,SKU-0001584,HomePro Product 01584,115,Nova,59.67,95.58,2209,0.88,2025-08-11,Y
1585,SKU-0001585,FitMax Product 01585,168,Vistara,119.95,224.4,1363,4.64,2023-12-29,Y
1586,SKU-0001586,Astra Product 01586,143,PrimeOne,427.42,1026.06,1924,0.87,2023-07-22,Y
1587,SKU-0001587,Orion Product 01587,149,StyleHub,1100.53,1368.87,2023,1.3,2023-03-15,Y
1588,SKU-0001588,Zenith Product 01588,175,UrbanCart,259.18,619.47,2205,0.28,2025-11-03,Y
1589,SKU-0001589,HomePro Product 01589,201,Apex,50.19,81.84,2754,0.46,2025-02-27,Y
1590,SKU-0001590,StyleHub Product 01590,53,Nexora,68.39,103.01,1033,0.52,2024-01-10,Y
1591,SKU-0001591,BookNest Product 01591,137,Apex,42.97,102.3,1404,0.59,2022-05-24,Y
1592,SKU-0001592,FreshDay Product 01592,202,FitMax,146.02,315.07,2580,2.04,2023-09-03,Y
1593,SKU-0001593,Vertex Product 01593,180,BookNest,127.8,201.82,1896,0.58,2022-05-15,Y
1594,SKU-0001594,FitMax Product 01594,57,PrimeOne,145.05,313.37,1137,1.47,2024-08-13,Y
1595,SKU-0001595,Astra Product 01595,117,Apex,62.42,153.56,2721,0.49,2026-08-21,Y
1596,SKU-0001596,Nova Product 01596,154,PrimeOne,57.04,137.59,2885,0.72,2022-02-04,Y
1597,SKU-0001597,Nexora Product 01597,169,UrbanCart,178.52,414.0,1027,0.13,2025-08-11,Y
1598,SKU-0001598,Apex Product 01598,35,Astra,253.65,658.3,2980,0.85,2024-07-27,Y
1599,SKU-0001599,PrimeOne Product 01599,63,Orion,56.47,78.77,1105,0.89,2024-06-30,Y
1600,SKU-0001600,HomePro Product 01600,244,FitMax,251.22,561.89,2821,0.77,2023-10-18,N
1601,SKU-0001601,HomePro Product 01601,25,FreshDay,384.56,606.42,2819,4.36,2023-02-02,Y
1602,SKU-0001602,BookNest Product 01602,90,HomePro,20.13,50.35,1156,0.86,2024-11-05,Y
1603,SKU-0001603,Vistara Product 01603,75,BookNest,677.3,857.92,2822,0.1,2025-08-04,Y
1604,SKU-0001604,PrimeOne Product 01604,38,StyleHub,308.58,653.61,2130,0.34,2025-12-30,Y
1605,SKU-0001605,StyleHub Product 01605,130,UrbanCart,387.81,559.56,2256,0.87,2025-01-15,Y
1606,SKU-0001606,Apex Product 01606,135,FreshDay,65.44,169.24,1195,0.85,2022-09-15,Y
1607,SKU-0001607,Orion Product 01607,210,BookNest,333.1,634.05,2008,0.47,2024-08-26,Y
1608,SKU-0001608,Apex Product 01608,219,FitMax,369.4,710.36,2874,0.4,2026-06-25,Y
1609,SKU-0001609,FreshDay Product 01609,162,Vertex,91.25,174.71,1201,2.74,2024-09-28,Y
1610,SKU-0001610,HomePro Product 01610,91,Astra,330.92,744.67,1108,2.0,2025-12-10,N
1611,SKU-0001611,StyleHub Product 01611,17,FreshDay,144.84,370.58,1542,2.23,2024-12-02,Y
1612,SKU-0001612,FitMax Product 01612,128,Orion,94.09,239.26,2761,0.55,2023-12-27,Y
1613,SKU-0001613,Apex Product 01613,171,Zenith,137.44,204.55,1040,1.58,2022-01-18,Y
1614,SKU-0001614,Vertex Product 01614,187,PrimeOne,190.84,374.08,2087,0.12,2025-12-20,N
1615,SKU-0001615,UrbanCart Product 01615,108,Vistara,124.92,242.53,2766,0.65,2026-07-19,Y
1616,SKU-0001616,StyleHub Product 01616,179,Vertex,80.43,107.02,1889,0.58,2025-04-29,Y
1617,SKU-0001617,Vistara Product 01617,182,UrbanCart,233.61,504.79,1681,0.74,2022-04-20,Y
1618,SKU-0001618,BookNest Product 01618,152,Apex,271.46,610.97,1811,0.99,2022-03-28,Y
1619,SKU-0001619,Nova Product 01619,25,UrbanCart,187.06,450.91,1414,0.79,2022-08-07,Y
1620,SKU-0001620,Nova Product 01620,199,StyleHub,38.25,84.78,1371,0.37,2024-09-20,Y
1621,SKU-0001621,Zenith Product 01621,180,Orion,96.92,128.14,2674,0.5,2026-07-31,Y
1622,SKU-0001622,FreshDay Product 01622,198,Vertex,76.73,190.48,1803,1.37,2025-09-26,Y
1623,SKU-0001623,Nova Product 01623,245,Nova,778.98,1134.04,1363,1.2,2025-03-14,Y
1624,SKU-0001624,Vistara Product 01624,88,FreshDay,182.38,370.94,2259,3.24,2023-02-02,N
1625,SKU-0001625,Zenith Product 01625,161,Orion,127.46,265.77,2823,1.16,2023-12-23,Y
1626,SKU-0001626,Zenith Product 01626,177,Astra,99.2,135.94,1470,2.98,2023-10-26,Y
1627,SKU-0001627,Orion Product 01627,29,StyleHub,146.59,241.55,2895,0.28,2023-01-06,N
1628,SKU-0001628,UrbanCart Product 01628,63,FreshDay,322.59,511.23,1499,1.45,2026-01-20,Y
1629,SKU-0001629,PrimeOne Product 01629,235,FitMax,31.6,68.86,2005,1.66,2023-11-02,Y
1630,SKU-0001630,Astra Product 01630,150,FitMax,201.77,414.89,1422,1.33,2025-09-26,Y
1631,SKU-0001631,Orion Product 01631,154,BookNest,104.15,183.57,1578,0.35,2023-04-28,Y
1632,SKU-0001632,Nexora Product 01632,156,UrbanCart,241.68,335.89,2211,1.17,2023-12-04,Y
1633,SKU-0001633,HomePro Product 01633,114,BookNest,336.7,748.0,2883,0.68,2025-03-23,Y
1634,SKU-0001634,FreshDay Product 01634,213,UrbanCart,87.71,220.28,2816,1.44,2026-03-16,Y
1635,SKU-0001635,UrbanCart Product 01635,49,Vertex,47.83,95.03,2563,0.84,2024-02-24,N
1636,SKU-0001636,UrbanCart Product 01636,199,PrimeOne,124.72,308.37,1402,0.57,2022-09-17,Y
1637,SKU-0001637,UrbanCart Product 01637,81,FitMax,522.36,1214.99,1493,5.61,2025-03-04,Y
1638,SKU-0001638,Apex Product 01638,84,Vertex,347.96,879.55,2746,0.5,2026-07-25,Y
1639,SKU-0001639,Nexora Product 01639,105,Vistara,116.76,191.71,2257,1.13,2024-02-07,Y
1640,SKU-0001640,FitMax Product 01640,177,FitMax,92.63,191.43,1491,1.41,2024-07-05,N
1641,SKU-0001641,Orion Product 01641,148,UrbanCart,99.15,146.87,1924,0.72,2024-12-19,Y
1642,SKU-0001642,Nexora Product 01642,118,BookNest,51.02,113.26,1945,2.25,2022-09-11,Y
1643,SKU-0001643,HomePro Product 01643,86,PrimeOne,332.39,856.58,1530,1.81,2024-04-25,Y
1644,SKU-0001644,PrimeOne Product 01644,220,FitMax,391.77,633.22,2335,0.23,2026-04-29,Y
1645,SKU-0001645,Vertex Product 01645,63,PrimeOne,115.77,144.14,2937,1.48,2024-01-01,Y
1646,SKU-0001646,BookNest Product 01646,189,Vertex,104.52,267.71,1940,3.74,2025-12-16,N
1647,SKU-0001647,Nexora Product 01647,104,Zenith,87.49,104.57,1112,0.49,2022-01-23,Y
1648,SKU-0001648,UrbanCart Product 01648,49,Orion,109.36,183.52,2524,0.3,2023-04-03,Y
1649,SKU-0001649,PrimeOne Product 01649,71,Astra,84.63,166.01,1343,0.71,2023-01-01,Y
1650,SKU-0001650,Vertex Product 01650,1,BookNest,142.64,325.76,1357,0.88,2022-07-08,Y
1651,SKU-0001651,HomePro Product 01651,224,Zenith,332.87,487.32,1125,0.93,2022-05-29,Y
1652,SKU-0001652,Vistara Product 01652,141,UrbanCart,303.39,372.68,2743,2.09,2026-03-02,Y
1653,SKU-0001653,Vertex Product 01653,222,BookNest,77.11,166.6,1081,0.52,2022-05-11,Y
1654,SKU-0001654,Vistara Product 01654,215,FreshDay,188.04,242.72,1251,1.38,2023-07-14,Y
1655,SKU-0001655,HomePro Product 01655,179,UrbanCart,293.4,441.15,2576,1.68,2026-03-27,Y
1656,SKU-0001656,Nova Product 01656,123,HomePro,70.4,108.29,1381,0.98,2024-06-27,Y
1657,SKU-0001657,BookNest Product 01657,184,UrbanCart,186.28,440.51,2804,0.55,2025-03-06,Y
1658,SKU-0001658,FreshDay Product 01658,211,StyleHub,488.96,973.15,2987,0.36,2023-05-09,N
1659,SKU-0001659,Vertex Product 01659,62,Nexora,131.58,237.5,1716,0.26,2023-12-20,Y
1660,SKU-0001660,BookNest Product 01660,32,Apex,26.68,31.67,2122,0.28,2023-11-22,Y
1661,SKU-0001661,Vistara Product 01661,158,Nova,17.02,32.11,1451,0.25,2026-01-13,Y
1662,SKU-0001662,HomePro Product 01662,29,HomePro,216.96,473.7,1594,3.06,2025-05-24,N
1663,SKU-0001663,Astra Product 01663,49,Nexora,180.52,463.24,1023,0.78,2026-04-08,Y
1664,SKU-0001664,UrbanCart Product 01664,173,Nova,194.21,359.28,2440,4.64,2026-03-02,Y
1665,SKU-0001665,Apex Product 01665,221,PrimeOne,254.77,498.73,1352,1.22,2024-03-12,Y
1666,SKU-0001666,Vertex Product 01666,30,UrbanCart,43.31,69.99,1072,0.26,2023-12-08,Y
1667,SKU-0001667,Zenith Product 01667,144,Vistara,79.35,185.11,1694,0.77,2022-07-25,Y
1668,SKU-0001668,Nexora Product 01668,168,StyleHub,240.03,464.1,1514,1.49,2026-08-17,Y
1669,SKU-0001669,Vistara Product 01669,19,Astra,318.07,539.26,1770,1.16,2022-11-13,Y
1670,SKU-0001670,HomePro Product 01670,18,StyleHub,130.17,171.68,2053,0.64,2023-12-06,Y
1671,SKU-0001671,Orion Product 01671,1,FreshDay,45.19,110.41,1657,1.84,2022-04-03,Y
1672,SKU-0001672,StyleHub Product 01672,78,Vertex,222.73,514.97,2473,0.39,2023-06-08,Y
1673,SKU-0001673,Vistara Product 01673,115,StyleHub,171.75,249.13,2503,1.04,2025-07-08,N
1674,SKU-0001674,Vertex Product 01674,175,Astra,63.28,153.07,1938,1.7,2025-09-01,Y
1675,SKU-0001675,FitMax Product 01675,242,FreshDay,27.51,53.87,2480,0.67,2024-03-29,Y
1676,SKU-0001676,Vistara Product 01676,194,Vistara,274.27,621.85,1833,1.34,2024-03-30,Y
1677,SKU-0001677,PrimeOne Product 01677,246,Vertex,94.09,197.06,2747,0.82,2022-08-21,Y
1678,SKU-0001678,Orion Product 01678,220,PrimeOne,194.03,242.88,2050,1.06,2024-12-14,Y
1679,SKU-0001679,FitMax Product 01679,113,Vistara,187.65,283.48,2379,1.26,2026-05-26,Y
1680,SKU-0001680,Vertex Product 01680,114,BookNest,58.43,103.01,2640,0.71,2026-06-23,Y
1681,SKU-0001681,Apex Product 01681,222,StyleHub,238.91,313.43,1621,2.74,2024-04-18,Y
1682,SKU-0001682,PrimeOne Product 01682,166,UrbanCart,75.66,127.9,1018,1.11,2024-09-11,Y
1683,SKU-0001683,Orion Product 01683,179,Vistara,42.7,51.34,1527,1.41,2022-04-06,Y
1684,SKU-0001684,Nexora Product 01684,63,StyleHub,38.05,92.5,1793,2.24,2025-02-24,Y
1685,SKU-0001685,Zenith Product 01685,132,UrbanCart,163.54,198.32,2293,1.45,2024-07-12,Y
1686,SKU-0001686,Nexora Product 01686,129,Vistara,688.62,1339.45,2582,0.42,2025-04-09,Y
1687,SKU-0001687,Vistara Product 01687,8,HomePro,170.19,365.89,2169,1.61,2024-10-16,Y
1688,SKU-0001688,StyleHub Product 01688,157,FitMax,816.35,1285.41,2691,1.11,2024-12-16,Y
1689,SKU-0001689,Vistara Product 01689,55,Vistara,604.22,696.73,2902,0.52,2025-05-10,Y
1690,SKU-0001690,Nova Product 01690,103,Zenith,261.04,509.87,2938,2.25,2022-08-13,Y
1691,SKU-0001691,FitMax Product 01691,131,Astra,676.57,1234.25,1541,0.4,2023-08-08,Y
1692,SKU-0001692,HomePro Product 01692,32,Nova,611.08,868.35,1616,0.58,2025-12-13,Y
1693,SKU-0001693,Orion Product 01693,10,StyleHub,473.82,608.19,2172,0.65,2023-12-11,Y
1694,SKU-0001694,Vistara Product 01694,202,Nexora,30.09,69.41,2940,0.33,2026-08-09,N
1695,SKU-0001695,Nova Product 01695,211,FitMax,132.55,189.91,2583,0.89,2024-04-30,Y
1696,SKU-0001696,Nexora Product 01696,110,Zenith,87.85,155.16,2206,0.53,2022-07-17,Y
1697,SKU-0001697,FitMax Product 01697,162,Nova,470.6,1078.81,2693,1.08,2022-04-07,Y
1698,SKU-0001698,HomePro Product 01698,124,Zenith,124.4,308.18,2065,3.6,2024-01-07,Y
1699,SKU-0001699,FreshDay Product 01699,225,Apex,794.0,1371.9,1164,0.88,2022-11-01,Y
1700,SKU-0001700,StyleHub Product 01700,87,Vertex,179.72,328.08,1808,1.33,2022-01-04,Y
1701,SKU-0001701,Nova Product 01701,55,HomePro,159.95,348.75,2709,0.89,2022-01-28,Y
1702,SKU-0001702,BookNest Product 01702,220,UrbanCart,116.65,160.05,1863,0.7,2022-03-05,Y
1703,SKU-0001703,Nexora Product 01703,32,Nexora,138.91,328.89,2117,1.62,2023-08-07,Y
1704,SKU-0001704,StyleHub Product 01704,178,FitMax,208.9,322.64,2237,0.43,2025-10-10,Y
1705,SKU-0001705,Vertex Product 01705,135,Zenith,154.55,271.0,2211,2.01,2025-03-09,Y
1706,SKU-0001706,FitMax Product 01706,93,Zenith,107.94,271.0,2111,0.49,2025-04-08,Y
1707,SKU-0001707,BookNest Product 01707,8,BookNest,113.86,291.11,2481,2.66,2025-06-21,Y
1708,SKU-0001708,BookNest Product 01708,65,PrimeOne,844.65,1502.25,2495,0.67,2025-12-16,Y
1709,SKU-0001709,Vistara Product 01709,57,Vistara,990.06,1524.48,2792,0.47,2025-07-21,Y
1710,SKU-0001710,FreshDay Product 01710,247,Apex,107.37,144.82,2783,0.98,2022-04-06,Y
1711,SKU-0001711,FreshDay Product 01711,67,Nexora,352.16,484.41,2077,0.26,2026-05-14,Y
1712,SKU-0001712,PrimeOne Product 01712,216,,77.86,147.14,1371,0.38,2023-08-21,Y
1713,SKU-0001713,Nexora Product 01713,215,Nexora,122.22,262.09,2826,1.32,2026-05-05,Y
1714,SKU-0001714,FreshDay Product 01714,187,Vertex,61.64,103.32,2679,2.32,2025-06-29,Y
1715,SKU-0001715,Zenith Product 01715,72,Nexora,410.69,614.63,2540,0.57,2025-11-03,Y
1716,SKU-0001716,PrimeOne Product 01716,54,Orion,253.68,292.87,2950,2.51,2023-12-12,Y
1717,SKU-0001717,HomePro Product 01717,249,Nexora,301.24,473.3,1364,0.65,2024-08-08,Y
1718,SKU-0001718,PrimeOne Product 01718,239,Zenith,364.83,752.72,2060,1.05,2024-02-26,Y
1719,SKU-0001719,Nexora Product 01719,229,Orion,74.99,166.81,1118,1.05,2024-01-18,Y
1720,SKU-0001720,Vistara Product 01720,67,StyleHub,122.49,285.57,1408,3.08,2022-01-18,Y
1721,SKU-0001721,HomePro Product 01721,51,Nova,244.87,467.02,1362,1.84,2023-11-01,Y
1722,SKU-0001722,FreshDay Product 01722,97,FitMax,120.18,298.94,2392,0.77,2024-12-11,Y
1723,SKU-0001723,StyleHub Product 01723,92,FitMax,174.6,400.61,1957,6.35,2025-06-29,Y
1724,SKU-0001724,FreshDay Product 01724,239,Vistara,79.86,182.91,2176,0.86,2023-05-19,Y
1725,SKU-0001725,HomePro Product 01725,8,Orion,542.81,637.92,1322,0.92,2026-02-17,Y
1726,SKU-0001726,HomePro Product 01726,162,Nova,381.72,466.03,1757,1.18,2024-04-19,Y
1727,SKU-0001727,FitMax Product 01727,35,Apex,499.38,1128.47,2317,0.65,2024-10-10,Y
1728,SKU-0001728,UrbanCart Product 01728,96,Astra,296.84,471.99,2503,2.74,2024-07-13,Y
1729,SKU-0001729,HomePro Product 01729,88,StyleHub,61.28,95.57,1943,0.84,2024-09-30,Y
1730,SKU-0001730,Apex Product 01730,78,UrbanCart,106.53,168.2,2747,1.52,2023-10-19,Y
1731,SKU-0001731,BookNest Product 01731,32,Zenith,87.22,195.4,2501,0.1,2023-10-21,Y
1732,SKU-0001732,HomePro Product 01732,120,BookNest,130.12,277.51,1447,1.01,2022-07-03,Y
1733,SKU-0001733,HomePro Product 01733,46,Orion,424.96,519.25,2153,0.69,2024-11-03,Y
1734,SKU-0001734,Nova Product 01734,235,Astra,43.58,100.12,1703,0.96,2023-08-14,Y
1735,SKU-0001735,Vistara Product 01735,144,Vistara,97.0,173.11,1708,0.36,2022-12-22,Y
1736,SKU-0001736,FreshDay Product 01736,196,PrimeOne,115.0,255.71,2791,0.78,2026-04-03,Y
1737,SKU-0001737,Vertex Product 01737,244,HomePro,50.27,126.81,1978,1.05,2025-10-12,Y
1738,SKU-0001738,Nova Product 01738,165,StyleHub,197.21,408.81,2683,0.68,2025-06-18,Y
1739,SKU-0001739,Nexora Product 01739,182,BookNest,120.57,257.96,1341,1.46,2026-04-25,Y
1740,SKU-0001740,Zenith Product 01740,213,Apex,446.14,732.74,2290,0.95,2022-01-13,Y
1741,SKU-0001741,StyleHub Product 01741,142,UrbanCart,128.05,262.76,2910,1.51,2025-09-14,Y
1742,SKU-0001742,UrbanCart Product 01742,223,BookNest,247.91,542.72,2361,1.98,2024-04-11,Y
1743,SKU-0001743,Apex Product 01743,55,Vistara,181.91,278.0,1474,2.11,2024-08-02,Y
1744,SKU-0001744,BookNest Product 01744,176,HomePro,17.58,28.66,2438,0.67,2026-07-12,Y
1745,SKU-0001745,Vistara Product 01745,210,BookNest,45.08,57.71,1290,0.66,2026-02-18,Y
1746,SKU-0001746,Zenith Product 01746,7,FreshDay,231.64,523.73,1171,3.27,2026-06-21,Y
1747,SKU-0001747,StyleHub Product 01747,74,Apex,222.33,458.12,2462,0.43,2022-06-01,Y
1748,SKU-0001748,Orion Product 01748,7,FreshDay,154.19,263.16,1300,0.65,2026-02-16,Y
1749,SKU-0001749,UrbanCart Product 01749,161,PrimeOne,543.01,1044.24,1148,0.8,2022-10-10,N
1750,SKU-0001750,PrimeOne Product 01750,151,Nova,259.56,553.43,2971,0.46,2025-08-15,Y
1751,SKU-0001751,UrbanCart Product 01751,85,PrimeOne,674.02,954.21,1659,0.99,2023-10-12,Y
1752,SKU-0001752,FreshDay Product 01752,147,Orion,17.93,38.22,2288,2.39,2024-02-06,Y
1753,SKU-0001753,Astra Product 01753,112,BookNest,781.12,1610.13,2118,0.2,2024-11-02,Y
1754,SKU-0001754,BookNest Product 01754,125,FitMax,94.97,198.4,2928,0.6,2023-01-07,Y
1755,SKU-0001755,Zenith Product 01755,147,StyleHub,167.73,271.96,1697,1.0,2023-05-08,Y
1756,SKU-0001756,Astra Product 01756,36,UrbanCart,477.28,653.26,1966,3.16,2025-08-26,Y
1757,SKU-0001757,Astra Product 01757,29,Nexora,24.45,41.99,1416,0.27,2025-11-14,Y
